file,price,beds,baths,sqft,yearbuilt,zip,zestimate,zlink,address,dateofsale
boston_sold_02111.csv,1415000,2,2.5,1573,1999,2111,1475493,http://www.zillow.com/homedetails/2-Avery-St-APT-30H-Boston-MA-02111/61319926_zpid/,"2 Avery St, APT 30H, Boston, MA 02111", 3/16/12
boston_sold_02111.csv,1,1,1,598,2003,2111,450019,http://www.zillow.com/homedetails/165-Tremont-St-UNIT-204-Boston-MA-02111/67709747_zpid/,"165 Tremont St, UNIT 204, Boston, MA 02111",3/8/12
boston_sold_02111.csv,1,2,2,781,2004,2111,551733,http://www.zillow.com/homedetails/1-Nassau-St-UNIT-1203-Boston-MA-02111/67709863_zpid/,"1 Nassau St, UNIT 1203, Boston, MA 02111",3/6/12
boston_sold_02111.csv,1300000,2,2,1402,2003,2111,1296151,http://www.zillow.com/homedetails/165-Tremont-St-UNIT-1402-Boston-MA-02111/67710264_zpid/,"165 Tremont St, UNIT 1402, Boston, MA 02111",3/6/12
boston_sold_02111.csv,1,2,2,1160,1968,2111,904213,http://www.zillow.com/homedetails/151-Tremont-St-APT-11P-Boston-MA-02111/59181577_zpid/,"151 Tremont St, APT 11P, Boston, MA 02111",3/6/12
boston_sold_02111.csv,565000,2,2,1053,2004,2111,0,http://www.zillow.com/homedetails/1-Nassau-St-UNIT-1905-Boston-MA-02111/67710074_zpid/,"1 Nassau St, UNIT 1905, Boston, MA 02111",3/5/12
boston_sold_02111.csv,1,2,2,1020,1900,2111,647189,http://www.zillow.com/homedetails/70-Lincoln-St-UNIT-L619-Boston-MA-02111/81857463_zpid/,"70 Lincoln St, UNIT L619, Boston, MA 02111", 2/24/12
boston_sold_02111.csv,1,2,2,1514,1899,2111,754444,http://www.zillow.com/homedetails/121-123-Beach-St-UNIT-701-Boston-MA-02111/59164856_zpid/,"121-123 Beach St, UNIT 701, BOSTON, MA 02111", 2/24/12
boston_sold_02111.csv,1,1,1,865,1899,2111,470706,http://www.zillow.com/homedetails/88-Kingston-St-UNIT-6D-Boston-MA-02111/71546571_zpid/,"88 Kingston St, UNIT 6D, Boston, MA 02111", 2/16/12
boston_sold_02111.csv,537300,1,1,643,2000,2111,555748,http://www.zillow.com/homedetails/1-Avery-St-APT-14E-Boston-MA-02111/61319713_zpid/,"1 Avery St, APT 14E, Boston, MA 02111", 2/16/12
boston_sold_02111.csv,1,1,1,619,1890,2111,354582,http://www.zillow.com/homedetails/74-Tyler-St-UNIT-C-Boston-MA-02111/59181446_zpid/,"74 Tyler St, UNIT C, Boston, MA 02111",2/6/12
boston_sold_02111.csv,850000,2,2,1130,2000,2111,950782,http://www.zillow.com/homedetails/1-Avery-St-APT-14D-Boston-MA-02111/61319712_zpid/,"1 Avery St, APT 14D, Boston, MA 02111",2/2/12
boston_sold_02111.csv,635000,1,1.5,754,2000,2111,644452,http://www.zillow.com/homedetails/1-Avery-St-APT-12C-Boston-MA-02111/61319704_zpid/,"1 Avery St, APT 12C, Boston, MA 02111",2/1/12
boston_sold_02111.csv,565500,2,2,1229,2004,2111,774481,http://www.zillow.com/homedetails/3-Avery-St-UNIT-901-Boston-MA-02111/71546092_zpid/,"3 Avery St, UNIT 901, Boston, MA 02111",2/1/12
boston_sold_02111.csv,1325000,2,2,1175,1968,2111,896039,http://www.zillow.com/homedetails/151-Tremont-St-APT-8E-Boston-MA-02111/59181516_zpid/,"151 Tremont St, APT 8E, Boston, MA 02111", 1/31/12
boston_sold_02111.csv,2950000,3,3,2707,2002,2111,3275973,http://www.zillow.com/homedetails/2-Avery-St-APT-27C-Boston-MA-02111/61319899_zpid/,"2 Avery St, APT 27C, Boston, MA 02111", 1/27/12
boston_sold_02111.csv,1,2,2,1195,1968,2111,866531,http://www.zillow.com/homedetails/151-Tremont-St-APT-12G-Boston-MA-02111/59181588_zpid/,"151 Tremont St, APT 12G, Boston, MA 02111", 1/26/12
boston_sold_02111.csv,1,2,2,1506,1899,2111,727750,http://www.zillow.com/homedetails/121-123-Beach-St-UNIT-301-Boston-MA-02111/59164844_zpid/,"121-123 Beach St, UNIT 301, BOSTON, MA 02111", 1/23/12
boston_sold_02111.csv,1,2,2,1013,1989,2111,643822,http://www.zillow.com/homedetails/170-Tremont-St-APT-504-Boston-MA-02111/59164760_zpid/,"170 Tremont St, APT 504, Boston, MA 02111", 1/19/12
boston_sold_02111.csv,620000,2,2,1138,2006,2111,647475,http://www.zillow.com/homedetails/70-Lincoln-St-UNIT-L412-Boston-MA-02111/81857407_zpid/,"70 Lincoln St, UNIT L412, Boston, MA 02111", 1/10/12
boston_sold_02111.csv,1101000,2,2,1022,2003,2111,967351,http://www.zillow.com/homedetails/165-Tremont-St-UNIT-302-Boston-MA-02111/67709659_zpid/,"165 Tremont St, UNIT 302, Boston, MA 02111",1/9/12
boston_sold_02111.csv,550000,2,2,1069,2004,2111,608751,http://www.zillow.com/homedetails/1-Nassau-St-UNIT-1105-Boston-MA-02111/67709746_zpid/,"1 Nassau St, UNIT 1105, Boston, MA 02111",1/3/12
boston_sold_02111.csv,1,2,2.5,1596,2000,2111,1479183,http://www.zillow.com/homedetails/2-Avery-St-APT-21D-Boston-MA-02111/61319853_zpid/,"2 Avery St, APT 21D, Boston, MA 02111",12/30/11
boston_sold_02111.csv,2100000,3,3.5,2242,2001,2111,2144725,http://www.zillow.com/homedetails/1-Avery-St-APT-22A-Boston-MA-02111/61319756_zpid/,"1 Avery St, APT 22A, Boston, MA 02111",12/29/11
boston_sold_02111.csv,625000,1,1,717,2001,2111,658582,http://www.zillow.com/homedetails/2-Avery-St-APT-18F-Boston-MA-02111/61319831_zpid/,"2 Avery St, APT 18F, Boston, MA 02111",12/28/11
boston_sold_02111.csv,2325000,2,2.5,2242,2000,2111,2562296,http://www.zillow.com/homedetails/1-Avery-St-APT-32A-Boston-MA-02111/61319795_zpid/,"1 Avery St, APT 32A, Boston, MA 02111",12/28/11
boston_sold_02111.csv,1,1,1,667,2006,2111,407385,http://www.zillow.com/homedetails/70-Lincoln-St-UNIT-L417-Boston-MA-02111/81857439_zpid/,"70 Lincoln St, UNIT L417, Boston, MA 02111",12/22/11
boston_sold_02111.csv,224000,1,1,548,2004,2111,279758,http://www.zillow.com/homedetails/1-Nassau-St-UNIT-1204-Boston-MA-02111/67710227_zpid/,"1 Nassau St, UNIT 1204, Boston, MA 02111",12/13/11
boston_sold_02111.csv,1,1,1,590,1968,2111,448152,http://www.zillow.com/homedetails/151-Tremont-St-APT-21M-Boston-MA-02111/59181735_zpid/,"151 Tremont St, APT 21M, Boston, MA 02111", 12/9/11
boston_sold_02111.csv,488500,1,1,1105,1899,2111,526872,http://www.zillow.com/homedetails/109-Beach-St-UNIT-4D-Boston-MA-02111/67710083_zpid/,"109 Beach St, UNIT 4D, Boston, MA 02111", 12/8/11
boston_sold_02111.csv,1380000,2,2.5,1504,2001,2111,1370843,http://www.zillow.com/homedetails/1-Avery-St-APT-21C-Boston-MA-02111/61319754_zpid/,"1 Avery St, APT 21C, Boston, MA 02111", 12/1/11
boston_sold_02111.csv,1,2,2,1160,1968,2111,862765,http://www.zillow.com/homedetails/151-Tremont-St-APT-14P-Boston-MA-02111/59181612_zpid/,"151 Tremont St, APT 14P, Boston, MA 02111",11/23/11
boston_sold_02111.csv,395000,1,1,675,1989,2111,407365,http://www.zillow.com/homedetails/170-Tremont-St-APT-1005-Boston-MA-02111/59164795_zpid/,"170 Tremont St, APT 1005, Boston, MA 02111",11/22/11
boston_sold_02111.csv,705000,1,1.5,803,2000,2111,728811,http://www.zillow.com/homedetails/2-Avery-St-APT-22A-Boston-MA-02111/61319858_zpid/,"2 Avery St, APT 22A, Boston, MA 02111",11/18/11
boston_sold_02111.csv,3200000,2,2,1200,2009,2111,1354211,http://www.zillow.com/homedetails/48-50-Temple-Pl-Boston-MA-02111/82227854_zpid/,"48-50 Temple Pl, BOSTON, MA 02111",11/16/11
boston_sold_02111.csv,1645000,1,1,725,1968,2111,465584,http://www.zillow.com/homedetails/151-Tremont-St-APT-18D-Boston-MA-02111/59181673_zpid/,"151 Tremont St, APT 18D, Boston, MA 02111", 11/2/11
boston_sold_02111.csv,1645000,3,3,1545,1968,2111,1382443,http://www.zillow.com/homedetails/151-Tremont-St-APT-18E-Boston-MA-02111/59181674_zpid/,"151 Tremont St, APT 18E, Boston, MA 02111", 11/2/11
boston_sold_02111.csv,384000,1,1,675,1968,2111,442338,http://www.zillow.com/homedetails/151-Tremont-St-APT-12B-Boston-MA-02111/59181583_zpid/,"151 Tremont St, APT 12B, Boston, MA 02111",10/27/11
boston_sold_02111.csv,1260000,2,2.5,1511,2000,2111,1282143,http://www.zillow.com/homedetails/1-Avery-St-APT-18A-Boston-MA-02111/61319737_zpid/,"1 Avery St, APT 18A, Boston, MA 02111",10/24/11
boston_sold_02111.csv,1,2,2,1382,2000,2111,916444,http://www.zillow.com/homedetails/1-Avery-St-APT-11A-Boston-MA-02111/61319695_zpid/,"1 Avery St, APT 11A, Boston, MA 02111",10/21/11
boston_sold_02111.csv,1,1,1,1100,1910,2111,531911,http://www.zillow.com/homedetails/5-9-Hudson-St-UNIT-3S-Boston-MA-02111/59164834_zpid/,"5-9 Hudson St, UNIT 3S, BOSTON, MA 02111",10/20/11
boston_sold_02111.csv,1,1,1,725,1968,2111,491398,http://www.zillow.com/homedetails/151-Tremont-St-APT-17D-Boston-MA-02111/59181655_zpid/,"151 Tremont St, APT 17D, Boston, MA 02111",10/20/11
boston_sold_02111.csv,475000,2,1,605,1968,2111,444674,http://www.zillow.com/homedetails/151-Tremont-St-APT-8H-Boston-MA-02111/59181519_zpid/,"151 Tremont St, APT 8H, Boston, MA 02111", 10/6/11
boston_sold_02111.csv,1850000,2,2.5,2036,2000,2111,2004725,http://www.zillow.com/homedetails/1-Avery-St-APT-29D-Boston-MA-02111/61319786_zpid/,"1 Avery St, APT 29D, Boston, MA 02111", 9/28/11
boston_sold_02111.csv,1,1,1,735,1968,2111,493394,http://www.zillow.com/homedetails/151-Tremont-St-APT-6C-Boston-MA-02111/59212673_zpid/,"151 Tremont St, APT 6C, Boston, MA 02111", 9/26/11
boston_sold_02111.csv,655000,2,2,1065,1968,2111,777805,http://www.zillow.com/homedetails/151-Tremont-St-APT-24R-Boston-MA-02111/59181792_zpid/,"151 Tremont St, APT 24R, Boston, MA 02111", 9/21/11
boston_sold_02111.csv,703831,1,1.5,1740,1899,2111,764367,http://www.zillow.com/homedetails/108-Lincoln-St-APT-6B-Boston-MA-02111/59164727_zpid/,"108 Lincoln St, APT 6B, Boston, MA 02111", 9/16/11
boston_sold_02111.csv,850000,2,2,1131,2000,2111,951412,http://www.zillow.com/homedetails/1-Avery-St-APT-16D-Boston-MA-02111/61319726_zpid/,"1 Avery St, APT 16D, Boston, MA 02111", 9/16/11
boston_sold_02111.csv,625000,2,2,1342,1850,2111,656246,http://www.zillow.com/homedetails/210-South-St-UNIT-82-Boston-MA-02111/81858761_zpid/,"210 South St, UNIT 82, Boston, MA 02111", 9/15/11
boston_sold_02111.csv,540000,1,1,1472,1900,2111,711820,http://www.zillow.com/homedetails/717-Atlantic-Ave-APT-7A-Boston-MA-02111/59164669_zpid/,"717 Atlantic Ave, APT 7A, Boston, MA 02111", 9/13/11
boston_sold_02111.csv,5550000,4,5.5,4421,2001,2111,6878277,http://www.zillow.com/homedetails/1-Avery-St-PH-2A-Boston-MA-02111/61319815_zpid/,"1 Avery St, PH 2A, Boston, MA 02111",9/9/11
boston_sold_02111.csv,1330000,2,2,1257,2001,2111,1169526,http://www.zillow.com/homedetails/2-Avery-St-APT-36G-Boston-MA-02111/61319970_zpid/,"2 Avery St, APT 36G, Boston, MA 02111",9/8/11
boston_sold_02111.csv,1595000,2,2.5,1573,2000,2111,1484478,http://www.zillow.com/homedetails/2-Avery-St-APT-23H-Boston-MA-02111/61319872_zpid/,"2 Avery St, APT 23H, Boston, MA 02111",9/7/11
boston_sold_02111.csv,565000,1,2,1667,1900,2111,806598,http://www.zillow.com/homedetails/449-Washington-St-UNIT-9A-Boston-MA-02111/63041287_zpid/,"449 Washington St, UNIT 9A, Boston, MA 02111",9/2/11
boston_sold_02111.csv,735000,1,1.5,803,1999,2111,734141,http://www.zillow.com/homedetails/2-Avery-St-APT-30A-Boston-MA-02111/61319919_zpid/,"2 Avery St, APT 30A, Boston, MA 02111",9/2/11
boston_sold_02111.csv,1325000,2,2,1590,2003,2111,1389733,http://www.zillow.com/homedetails/165-Tremont-St-UNIT-703-Boston-MA-02111/67709766_zpid/,"165 Tremont St, UNIT 703, Boston, MA 02111",9/1/11
boston_sold_02111.csv,605000,1,2,1667,1900,2111,806517,http://www.zillow.com/homedetails/449-Washington-St-UNIT-10A-Boston-MA-02111/63042559_zpid/,"449 Washington St, UNIT 10A, Boston, MA 02111", 8/26/11
boston_sold_02111.csv,1625000,2,2.5,2036,2001,2111,1912536,http://www.zillow.com/homedetails/1-Avery-St-APT-25D-Boston-MA-02111/61319770_zpid/,"1 Avery St, APT 25D, Boston, MA 02111", 8/24/11
boston_sold_02111.csv,1,1,2,1374,1910,2111,647008,http://www.zillow.com/homedetails/210-South-St-UNIT-52-Boston-MA-02111/81857873_zpid/,"210 South St, UNIT 52, Boston, MA 02111", 8/22/11
boston_sold_02111.csv,664500,2,1.5,1485,1898,2111,715010,http://www.zillow.com/homedetails/108-Lincoln-St-APT-5B-Boston-MA-02111/59164729_zpid/,"108 Lincoln St, APT 5B, Boston, MA 02111", 8/19/11
boston_sold_02111.csv,805000,1,1.5,803,2000,2111,755524,http://www.zillow.com/homedetails/2-Avery-St-APT-35A-Boston-MA-02111/61319956_zpid/,"2 Avery St, APT 35A, Boston, MA 02111", 8/19/11
boston_sold_02111.csv,555000,2,2,1402,1899,2111,610765,http://www.zillow.com/homedetails/210-Lincoln-St-APT-303-Boston-MA-02111/59212122_zpid/,"210 Lincoln St, APT 303, Boston, MA 02111",8/1/11
boston_sold_02111.csv,495000,1,1,801,2001,2111,529651,http://www.zillow.com/homedetails/3-Avery-St-UNIT-602-Boston-MA-02111/71546419_zpid/,"3 Avery St, UNIT 602, Boston, MA 02111", 7/29/11
boston_sold_02111.csv,502500,2,1,1208,1899,2111,540898,http://www.zillow.com/homedetails/103-South-St-UNIT-4E-Boston-MA-02111/59164696_zpid/,"103 South St, UNIT 4E, BOSTON, MA 02111", 7/15/11
boston_sold_02111.csv,415000,1,1,664,2003,2111,539088,http://www.zillow.com/homedetails/165-Tremont-St-UNIT-405-Boston-MA-02111/67715464_zpid/,"165 Tremont St, UNIT 405, Boston, MA 02111",7/8/11
boston_sold_02111.csv,415000,1,1,605,1968,2111,446305,http://www.zillow.com/homedetails/151-Tremont-St-APT-19H-Boston-MA-02111/59181695_zpid/,"151 Tremont St, APT 19H, Boston, MA 02111",7/7/11
boston_sold_02111.csv,390000,1,1,937,1910,2111,485237,http://www.zillow.com/homedetails/5-9-Hudson-St-UNIT-5N-Boston-MA-02111/59164837_zpid/,"5-9 Hudson St, UNIT 5N, BOSTON, MA 02111",7/6/11
boston_sold_02111.csv,412500,1,1,665,2004,2111,446905,http://www.zillow.com/homedetails/165-Tremont-St-UNIT-505-Boston-MA-02111/67710164_zpid/,"165 Tremont St, UNIT 505, Boston, MA 02111",7/1/11
boston_sold_02111.csv,730000,2,2,1620,1897,2111,633199,http://www.zillow.com/homedetails/111-Beach-St-UNIT-4E-Boston-MA-02111/2128228028_zpid/,"111 Beach St, UNIT 4E, Boston, MA 02111",7/1/11
boston_sold_02111.csv,655500,1,1.5,1800,1890,2111,807931,http://www.zillow.com/homedetails/90-South-St-APT-4-Boston-MA-02111/59181878_zpid/,"90 South St, APT 4, Boston, MA 02111", 6/30/11
boston_sold_02111.csv,1,2,2.5,9999,1910,2111,2414281,http://www.zillow.com/homedetails/49-51-Temple-Pl-Boston-MA-02111/59181849_zpid/,"49-51 Temple Pl, BOSTON, MA 02111", 6/30/11
boston_sold_02111.csv,730000,2,2,1620,1899,2111,725445,http://www.zillow.com/homedetails/109-Beach-St-UNIT-4E-Boston-MA-02111/67715561_zpid/,"109 Beach St, UNIT 4E, Boston, MA 02111", 6/30/11
boston_sold_02111.csv,736000,3,2,1288,2004,2111,825660,http://www.zillow.com/homedetails/1-Nassau-St-UNIT-1906-Boston-MA-02111/67710122_zpid/,"1 Nassau St, UNIT 1906, Boston, MA 02111", 6/21/11
boston_sold_02111.csv,727000,2,2,1550,1899,2111,731894,http://www.zillow.com/homedetails/109-Beach-St-UNIT-2A-Boston-MA-02111/67715468_zpid/,"109 Beach St, UNIT 2A, Boston, MA 02111", 6/15/11
boston_sold_02111.csv,422000,1,1,605,1966,2111,466993,http://www.zillow.com/homedetails/151-Tremont-St-APT-22H-Boston-MA-02111/59181749_zpid/,"151 Tremont St, APT 22H, Boston, MA 02111",6/9/11
boston_sold_02111.csv,1000000,2,2.5,1543,2004,2111,888104,http://www.zillow.com/homedetails/1-Nassau-St-UNIT-2208-Boston-MA-02111/67709809_zpid/,"1 Nassau St, UNIT 2208, Boston, MA 02111",6/8/11
boston_sold_02111.csv,590000,1,2,1900,1899,2111,811342,http://www.zillow.com/homedetails/86-South-St-APT-3B-Boston-MA-02111/59181883_zpid/,"86 South St, APT 3B, Boston, MA 02111",6/6/11
boston_sold_02111.csv,340546,2,2,1018,2006,2111,509866,http://www.zillow.com/homedetails/70-Lincoln-St-UNIT-L319-Boston-MA-02111/81857860_zpid/,"70 Lincoln St, UNIT L319, Boston, MA 02111",6/3/11
boston_sold_02111.csv,483000,2,1,1140,1899,2111,521240,http://www.zillow.com/homedetails/103-South-St-UNIT-3F-Boston-MA-02111/59164691_zpid/,"103 South St, UNIT 3F, BOSTON, MA 02111",6/1/11
boston_sold_02111.csv,1,3,4.5,2667,2001,2111,3095283,http://www.zillow.com/homedetails/1-Avery-St-APT-23B-Boston-MA-02111/61319761_zpid/,"1 Avery St, APT 23B, Boston, MA 02111",6/1/11
boston_sold_02111.csv,375000,1,1,735,1968,2111,442443,http://www.zillow.com/homedetails/151-Tremont-St-APT-8S-Boston-MA-02111/59181527_zpid/,"151 Tremont St, APT 8S, Boston, MA 02111", 5/24/11
boston_sold_02111.csv,520000,2,2,1169,1989,2111,682341,http://www.zillow.com/homedetails/170-Tremont-St-APT-1504-Boston-MA-02111/59164817_zpid/,"170 Tremont St, APT 1504, Boston, MA 02111", 5/23/11
boston_sold_02111.csv,490000,2,1,1130,1900,2111,538178,http://www.zillow.com/homedetails/449-Washington-St-UNIT-8D-Boston-MA-02111/63042553_zpid/,"449 Washington St, UNIT 8D, Boston, MA 02111", 5/20/11
boston_sold_02111.csv,1,1,1,740,1968,2111,494982,http://www.zillow.com/homedetails/151-Tremont-St-APT-12U-Boston-MA-02111/59181598_zpid/,"151 Tremont St, APT 12U, Boston, MA 02111", 5/18/11
boston_sold_02111.csv,825000,2,2,1200,1968,2111,920664,http://www.zillow.com/homedetails/151-Tremont-St-APT-12E-Boston-MA-02111/59181586_zpid/,"151 Tremont St, APT 12E, Boston, MA 02111", 5/10/11
boston_sold_02111.csv,965000,2,2.5,1494,1899,2111,875118,http://www.zillow.com/homedetails/88-Kingston-St-UNIT-7E-Boston-MA-02111/71558132_zpid/,"88 Kingston St, UNIT 7E, Boston, MA 02111",5/9/11
boston_sold_02111.csv,350000,1,1.5,685,1899,2111,383711,http://www.zillow.com/homedetails/40-42-Beach-St-UNIT-6A-Boston-MA-02111/90138507_zpid/,"40-42 Beach St, UNIT 6A, BOSTON, MA 02111",5/9/11
boston_sold_02111.csv,829000,1,2,1845,1899,2111,894055,http://www.zillow.com/homedetails/109-Beach-St-UNIT-4I-Boston-MA-02111/67715519_zpid/,"109 Beach St, UNIT 4I, Boston, MA 02111",5/6/11
boston_sold_02111.csv,620000,2,2,1276,2001,2111,791765,http://www.zillow.com/homedetails/3-Avery-St-UNIT-806-Boston-MA-02111/71546198_zpid/,"3 Avery St, UNIT 806, Boston, MA 02111", 4/29/11
boston_sold_02111.csv,385000,1,1,1043,1910,2111,528592,http://www.zillow.com/homedetails/5-9-Hudson-St-UNIT-4S-Boston-MA-02111/59164836_zpid/,"5-9 Hudson St, UNIT 4S, BOSTON, MA 02111", 4/29/11
boston_sold_02111.csv,1100000,2,2,1019,2000,2111,1020523,http://www.zillow.com/homedetails/165-Tremont-St-UNIT-902-Boston-MA-02111/67710009_zpid/,"165 Tremont St, UNIT 902, Boston, MA 02111", 4/29/11
boston_sold_02111.csv,572100,1,1,1296,1890,2111,568549,http://www.zillow.com/homedetails/120-Lincoln-St-UNIT-6B-Boston-MA-02111/59164725_zpid/,"120 Lincoln St, UNIT 6B, Boston, MA 02111", 4/22/11
boston_sold_02111.csv,1,2,2,1059,2003,2111,1029116,http://www.zillow.com/homedetails/165-Tremont-St-UNIT-702-Boston-MA-02111/67715712_zpid/,"165 Tremont St, UNIT 702, Boston, MA 02111", 4/21/11
boston_sold_02111.csv,1,2,1,1110,1900,2111,505380,http://www.zillow.com/homedetails/717-Atlantic-Ave-APT-3D-Boston-MA-02111/59164657_zpid/,"717 Atlantic Ave, APT 3D, Boston, MA 02111", 4/19/11
boston_sold_02111.csv,1750000,3,3,1880,2000,2111,1825747,http://www.zillow.com/homedetails/2-Avery-St-APT-34A-Boston-MA-02111/61319949_zpid/,"2 Avery St, APT 34A, Boston, MA 02111", 4/15/11
boston_sold_02111.csv,1,2,2,1448,2004,2111,818151,http://www.zillow.com/homedetails/1-Nassau-St-UNIT-2207-Boston-MA-02111/67709552_zpid/,"1 Nassau St, UNIT 2207, Boston, MA 02111",4/7/11
boston_sold_02111.csv,322000,4,2,1084,1870,2111,467934,http://www.zillow.com/homedetails/6-Johnny-Ct-Boston-MA-02111/59181469_zpid/,"6 Johnny Ct, Boston, MA 02111",4/7/11
boston_sold_02111.csv,1135000,1,2,1910,1897,2111,678672,http://www.zillow.com/homedetails/111-Beach-St-UNIT-5E-Boston-MA-02111/2128689818_zpid/,"111 Beach St, UNIT 5E, Boston, MA 02111", 3/31/11
boston_sold_02111.csv,1135000,1,2,1910,1899,2111,1043184,http://www.zillow.com/homedetails/109-Beach-St-UNIT-5E-Boston-MA-02111/67715713_zpid/,"109 Beach St, UNIT 5E, Boston, MA 02111", 3/31/11
boston_sold_02111.csv,3500000,1,1,2667,2000,2111,3807215,http://www.zillow.com/homedetails/1-Avery-St-APT-35B-Boston-MA-02111/61319808_zpid/,"1 Avery St, APT 35B, Boston, MA 02111", 3/22/11
boston_sold_02113.csv,550000,1,1,370,1920,2113,231833,http://www.zillow.com/homedetails/121-Salem-St-APT-4B-Boston-MA-02113/59181226_zpid/,"121 Salem St, APT 4B, Boston, MA 02113", 3/14/13
boston_sold_02113.csv,575000,2,1.5,1149,1900,2113,587795,http://www.zillow.com/homedetails/135-137-Salem-St-UNIT-1-Boston-MA-02113/81858841_zpid/,"135-137 Salem St, UNIT 1, BOSTON, MA 02113", 3/11/13
boston_sold_02113.csv,395000,1,1,740,1920,2113,402174,http://www.zillow.com/homedetails/33-Charter-St-APT-2-Boston-MA-02113/59179169_zpid/,"33 Charter St, APT 2, Boston, MA 02113",3/8/13
boston_sold_02113.csv,663750,1,1.5,765,1899,2113,522298,http://www.zillow.com/homedetails/21-N-Bennet-St-UNIT-3G-Boston-MA-02113/59163820_zpid/,"21 N Bennet St, UNIT 3G, Boston, MA 02113",3/8/13
boston_sold_02113.csv,1,2,2,1131,1885,2113,589033,http://www.zillow.com/homedetails/156-Prince-St-APT-9-Boston-MA-02113/59179447_zpid/,"156 Prince St, APT 9, Boston, MA 02113",2/6/13
boston_sold_02113.csv,1,1,1,337,1920,2113,218188,http://www.zillow.com/homedetails/33-Charter-St-APT-3R-Boston-MA-02113/59179171_zpid/,"33 Charter St, APT 3R, Boston, MA 02113", 1/25/13
boston_sold_02113.csv,1,1,1,460,1920,2113,278448,http://www.zillow.com/homedetails/121-Salem-St-APT-2C-Boston-MA-02113/59181220_zpid/,"121 Salem St, APT 2C, Boston, MA 02113", 1/23/13
boston_sold_02113.csv,450000,2,1.5,1309,1899,2113,553908,http://www.zillow.com/homedetails/26-Stillman-St-APT-1-4-Boston-MA-02113/61319643_zpid/,"26 Stillman St, APT 1-4, Boston, MA 02113", 1/22/13
boston_sold_02113.csv,279000,1,1,478,1899,2113,294169,http://www.zillow.com/homedetails/162-Salem-St-APT-1A-Boston-MA-02113/81857538_zpid/,"162 Salem St, APT 1A, Boston, MA 02113", 1/18/13
boston_sold_02113.csv,1,2,1,656,1900,2113,374918,http://www.zillow.com/homedetails/84-Prince-St-APT-5A-Boston-MA-02113/59180969_zpid/,"84 Prince St, APT 5A, Boston, MA 02113", 1/18/13
boston_sold_02113.csv,1,2,1.5,1760,1800,2113,760237,http://www.zillow.com/homedetails/3-Jerusalem-Pl-Boston-MA-02113/59163654_zpid/,"3 Jerusalem Pl, Boston, MA 02113", 1/15/13
boston_sold_02113.csv,1,1,1,805,1880,2113,423910,http://www.zillow.com/homedetails/181-Salem-St-APT-11-Boston-MA-02113/59181107_zpid/,"181 Salem St, APT 11, Boston, MA 02113", 1/15/13
boston_sold_02113.csv,1,2,1,798,1910,2113,439579,http://www.zillow.com/homedetails/160-Salem-St-APT-7-Boston-MA-02113/59181053_zpid/,"160 Salem St, APT 7, Boston, MA 02113",1/7/13
boston_sold_02113.csv,1,1,1,787,1900,2113,435031,http://www.zillow.com/homedetails/56-Prince-St-APT-6-Boston-MA-02113/59181199_zpid/,"56 Prince St, APT 6, Boston, MA 02113",1/7/13
boston_sold_02113.csv,518000,2,1,787,1900,2113,486565,http://www.zillow.com/homedetails/22-Cooper-St-APT-5-Boston-MA-02113/59181305_zpid/,"22 Cooper St, APT 5, Boston, MA 02113",1/4/13
boston_sold_02113.csv,400000,1,1,599,1900,2113,358096,http://www.zillow.com/homedetails/61-Prince-St-APT-3F-Boston-MA-02113/61319637_zpid/,"61 Prince St, APT 3F, Boston, MA 02113",1/4/13
boston_sold_02113.csv,400000,4,4.5,1976,1900,2113,847988,http://www.zillow.com/homedetails/57-Snow-Hill-St-Boston-MA-02113/59163708_zpid/,"57 Snow Hill St, Boston, MA 02113",12/28/12
boston_sold_02113.csv,420000,2,1,663,1900,2113,416627,http://www.zillow.com/homedetails/84-Prince-St-APT-3D-Boston-MA-02113/59180964_zpid/,"84 Prince St, APT 3D, Boston, MA 02113",12/28/12
boston_sold_02113.csv,257500,1,1,439,1920,2113,264491,http://www.zillow.com/homedetails/33-Charter-St-APT-4F-Boston-MA-02113/59179172_zpid/,"33 Charter St, APT 4F, Boston, MA 02113",12/28/12
boston_sold_02113.csv,1,2,1,722,1900,2113,447419,http://www.zillow.com/homedetails/44-Snow-Hill-St-APT-4-Boston-MA-02113/81857852_zpid/,"44 Snow Hill St, APT 4, Boston, MA 02113",12/27/12
boston_sold_02113.csv,245000,1,1,481,1907,2113,280573,http://www.zillow.com/homedetails/23-Fleet-St-APT-7-Boston-MA-02113/59178225_zpid/,"23 Fleet St, APT 7, Boston, MA 02113",12/21/12
boston_sold_02113.csv,1,1,1,530,1880,2113,318707,http://www.zillow.com/homedetails/181-Salem-St-APT-14-Boston-MA-02113/59181109_zpid/,"181 Salem St, APT 14, Boston, MA 02113",12/20/12
boston_sold_02113.csv,585000,1,1,676,2005,2113,545100,http://www.zillow.com/homedetails/44-Prince-St-APT-202-Boston-MA-02113/81857506_zpid/,"44 Prince St, APT 202, Boston, MA 02113",12/20/12
boston_sold_02113.csv,1,1,1,413,1880,2113,254447,http://www.zillow.com/homedetails/181-Salem-St-APT-7-Boston-MA-02113/59181103_zpid/,"181 Salem St, APT 7, Boston, MA 02113",12/20/12
